SI,Name,Manufacturer,Location,Fuel_Type,Transmission,Owner_Type,Engine CC,Power,Seats,Mileage Km/L,Price,Year,Kilometers_Driven
3817,Hyundai i20 1.2 Spotz,Hyundai,Chennai,Petrol,Manual,First,1197,81.83,5,18.6,6.95,2017,5000
3818,Volkswagen Ameo 1.2 MPI Highline Plus 16,Volkswagen,Mumbai,Petrol,Manual,First,1198,73.75,5,17,5.4,2016,16000
3819,Renault Fluence 2.0,Renault,Jaipur,Petrol,Automatic,First,1997,135.1,5,13.4,4.75,2011,63000
3820,Maruti Alto K10 VXI,Maruti,Chennai,Petrol,Manual,First,998,67.1,5,24.07,2.15,2011,28300
3821,Maruti Alto Std,Maruti,Jaipur,Petrol,Manual,First,796,46.3,5,19.7,0.9,2005,49000
3822,Maruti Wagon R VXI BS IV,Maruti,Kolkata,Petrol,Manual,First,998,67.04,5,20.51,3.5,2016,12501
3823,Fiat Linea 1.3 Emotion,Fiat,Kochi,Diesel,Manual,First,1248,92,5,20.4,5.85,2016,56628
3824,Maruti Swift Dzire Vdi BSIV,Maruti,Pune,Diesel,Manual,First,1248,73.9,5,19.3,3.15,2010,105000
3825,Renault Scala Diesel RxL,Renault,Pune,Diesel,Manual,First,1461,84.8,5,21.64,6,2016,52126
3826,Hyundai i20 Magna,Hyundai,Kolkata,Petrol,Manual,First,1197,80,5,18.5,2.23,2010,38000
3827,Hyundai Xcent 1.2 Kappa SX Option,Hyundai,Bangalore,Petrol,Manual,First,1197,82,5,19.1,2.5,2016,50000
3828,Maruti Wagon R LXI,Maruti,Kochi,Petrol,Manual,First,998,67.1,5,18.9,3.87,2015,50230
3829,Mahindra XUV500 W8 2WD,Mahindra,Ahmedabad,Diesel,Manual,First,2179,140,7,15.1,9.5,2014,31000
3830,Toyota Fortuner 4x2 AT,Toyota,Delhi,Diesel,Automatic,First,2982,168.5,7,12.55,17.75,2014,79000
3831,Renault Duster 110PS Diesel RxZ Plus,Renault,Delhi,Diesel,Manual,First,1461,108.45,5,19.64,3.75,2012,130000
3832,Hyundai Santro Xing GLS,Hyundai,Chennai,Petrol,Manual,Second,1086,62.1,5,17.92,1.5,2010,115000
3833,Hyundai Verna 1.6 SX VTVT,Hyundai,Pune,Petrol,Manual,Second,1591,121.3,5,17.01,5,2013,41500
3834,BMW X1 sDrive 20d Exclusive,BMW,Pune,Diesel,Automatic,Second,1995,177,5,15.06,17,2014,54385
3835,Honda Civic 2006-2010 1.8 V AT,Honda,Kochi,Petrol,Automatic,First,1799,130,5,12.9,4.38,2011,56361
3836,Audi A6 35 TFSI Matrix,Audi,Delhi,Petrol,Automatic,First,1798,187.74,5,15.26,41.5,2018,22000
3837,Maruti Wagon R LXI BS IV,Maruti,Kolkata,Petrol,Manual,First,998,67.04,5,20.51,3,2017,8000
3838,Maruti Vitara Brezza ZDi Plus Dual Tone,Maruti,Coimbatore,Diesel,Manual,First,1248,88.5,5,24.3,11,2018,28741
3839,Land Rover Discovery 3 TDV6 Diesel Automatic,Land,Pune,Diesel,Automatic,Second,2720,190,7,11.8,14,2012,117236
3840,Maruti Dzire New,Maruti,Pune,Diesel,Automatic,First,1248,74,5,26.59,7.65,2016,30500
3841,Hyundai Verna VTVT 1.6 SX,Hyundai,Kolkata,Petrol,Manual,First,1591,121.3,5,17,8.7,2018,5000
3842,Maruti Ertiga ZDI Plus,Maruti,Hyderabad,Diesel,Manual,First,1248,88.5,7,25.47,9.9,2016,42000
3843,Hyundai Accent GLE,Hyundai,Mumbai,Petrol,Manual,First,1495,94,5,13.2,2.05,2010,32773
3844,Hyundai i20 1.2 Sportz,Hyundai,Kolkata,Petrol,Manual,First,1197,80,5,17,5.25,2016,19008
3845,Hyundai Verna VTVT 1.6 SX,Hyundai,Kochi,Petrol,Manual,First,1591,121.3,5,17,5.77,2012,32542
3846,Maruti Alto LX,Maruti,Hyderabad,Petrol,Manual,First,796,46.3,5,19.7,1.95,2010,94753
3847,Mahindra Scorpio VLX,Mahindra,Ahmedabad,Diesel,Manual,Second,2179,120,8,12.05,7.45,2011,70000
3848,Maruti Wagon R LXI,Maruti,Delhi,Petrol,Manual,First,998,67.1,5,18.9,2.6,2012,68347
3849,Hyundai i20 1.2 Sportz,Hyundai,Ahmedabad,Petrol,Manual,Second,1197,80,5,17,3.25,2011,72000
3850,Maruti Ritz VDi,Maruti,Hyderabad,Diesel,Manual,First,1248,73.9,5,21.1,3.85,2010,75014
3851,Renault Koleos 2.0 Diesel,Renault,Delhi,Diesel,Automatic,Second,1995,148,5,13.73,7.5,2013,65000
3852,BMW 3 Series 320d,BMW,Kochi,Diesel,Automatic,First,1995,190,5,22.69,11.5,2012,55598
3853,Honda Brio V MT,Honda,Pune,Petrol,Manual,First,1198,86.8,5,19.4,3.25,2013,50000
3854,Hyundai Sonata GOLD,Hyundai,Chennai,Petrol,Manual,Second,1997,134,5,11.7,1.5,2003,44200
3855,Maruti Swift Dzire VDi,Maruti,Jaipur,Diesel,Manual,First,1248,73.9,5,19.3,5.31,2014,65000
3856,Mahindra XUV500 W8 4WD,Mahindra,Hyderabad,Diesel,Manual,First,2179,140,7,16,9,2013,49000
3857,Hyundai i10 Sportz 1.1L,Hyundai,Kolkata,Petrol,Manual,First,1086,68.05,5,19.81,3.59,2016,7200
3858,Maruti Ciaz ZXi Plus,Maruti,Kochi,Petrol,Manual,First,1373,91.1,5,20.73,7.35,2016,43152
3859,Toyota Innova 2.5 V Diesel 8-seater,Toyota,Pune,Diesel,Manual,First,2494,102,8,12.8,12,2013,112000
3860,Hyundai Grand i10 Sportz,Hyundai,Coimbatore,Petrol,Manual,First,1197,82,5,18.9,6.02,2017,23540
3861,Chevrolet Optra Magnum 2.0 LS BSIII,Chevrolet,Coimbatore,Diesel,Manual,First,1991,123.7,5,16.52,2.57,2008,82160
3862,Mahindra Ssangyong Rexton RX5,Mahindra,Pune,Diesel,Manual,First,2696,162,7,12.83,12.45,2013,57000
3863,Mahindra XUV500 W8 2WD,Mahindra,Coimbatore,Diesel,Manual,First,2179,140,7,15.1,12.63,2015,39335
3864,Honda City i VTEC SV,Honda,Bangalore,Petrol,Manual,Second,1497,117.3,5,17.4,7.75,2014,62000
3865,Ford Ecosport 1.5 DV5 MT Titanium,Ford,Delhi,Diesel,Manual,First,1498,89.84,5,22.7,5.5,2014,60000
3866,Hyundai i20 Sportz 1.2,Hyundai,Kolkata,Petrol,Manual,First,1197,81.83,5,18.6,4.43,2015,35000
3867,Mercedes-Benz CLA 200 CDI Sport,MercedesBenz,Kochi,Diesel,Automatic,First,2143,136,5,17.9,24.51,2016,32345
3868,Hyundai EON Magna,Hyundai,Ahmedabad,Petrol,Manual,First,814,55,5,22,2.65,2014,47000
3869,Maruti Alto 800 2016-2019 CNG LXI,Maruti,Delhi,CNG,Manual,Second,796,40.3,4,33.44,2.1,2012,65537
3870,Toyota Etios G Safety,Toyota,Delhi,Petrol,Manual,First,1496,88.7,5,17.6,3.2,2011,36000
3871,Maruti Swift Dzire Tour LDI,Maruti,Chennai,Diesel,Manual,First,1248,74,5,23.4,4.25,2016,75000
3872,Maruti Alto LXi,Maruti,Kolkata,Petrol,Manual,First,796,46.3,5,19.7,1.1,2008,38000
3873,Maruti Celerio ZXI,Maruti,Chennai,Petrol,Manual,First,998,67.04,5,23.1,4.3,2015,57818
3874,Ford Ecosport 1.5 DV5 MT Titanium Optional,Ford,Hyderabad,Diesel,Manual,First,1498,89.84,5,22.7,8.9,2015,45000
3875,Nissan Terrano XV 110 PS Limited Edition,Nissan,Jaipur,Diesel,Manual,First,1461,108.5,5,19.01,6.5,2015,75055
3876,Honda Accord VTi-L AT,Honda,Delhi,Petrol,Automatic,Third,2354,142,5,11.1,3.5,2009,65462
3877,Maruti Swift Ldi BSIII,Maruti,Hyderabad,Diesel,Manual,First,1248,75,5,17.8,4.25,2008,76206
3878,Mahindra XUV500 AT W10 FWD,Mahindra,Kochi,Diesel,Automatic,First,2179,140,7,16,16.46,2018,25948
3879,Honda Jazz 1.2 VX i VTEC,Honda,Mumbai,Petrol,Manual,First,1199,88.7,5,18.7,5.95,2016,28500
3880,Honda City i VTEC V,Honda,Mumbai,Petrol,Manual,First,1497,117.3,5,17.8,7.1,2015,28004
3881,Fiat Grande Punto 1.2 Dynamic,Fiat,Kolkata,Petrol,Manual,Second,1172,67,5,15.7,1.25,2011,25000
3883,Maruti Ertiga ZXI,Maruti,Pune,Petrol,Manual,First,1373,93.7,7,16.02,5.5,2013,82543
3884,Nissan Micra XL,Nissan,Chennai,Petrol,Manual,First,1198,75,5,18.44,3.25,2013,30000
3885,Honda City 1.5 V MT,Honda,Hyderabad,Petrol,Manual,First,1497,118,5,17,5,2010,27800
3886,Toyota Etios VX,Toyota,Coimbatore,Petrol,Manual,First,1496,88.73,5,16.78,6.58,2016,33415
3887,BMW 3 Series 320d Luxury Line,BMW,Mumbai,Diesel,Automatic,First,1995,184,5,18.88,19.5,2013,38000
3888,Honda Jazz 1.2 SV i VTEC,Honda,Kochi,Petrol,Manual,First,1199,88.7,5,18.7,6.14,2017,41981
3889,Maruti Dzire VDI,Maruti,Jaipur,Diesel,Manual,First,1248,73.75,5,28.4,4.95,2013,77084
3890,Skoda Rapid 1.6 TDI Elegance,Skoda,Hyderabad,Diesel,Manual,First,1598,103.5,5,20.5,5.75,2013,71803
3891,Mahindra XUV500 W6 2WD,Mahindra,Kolkata,Diesel,Manual,First,2179,140,7,15.1,6.6,2013,73314
3892,Hyundai Grand i10 AT Asta,Hyundai,Coimbatore,Petrol,Automatic,First,1197,82,5,18.9,5.72,2015,69053
3893,Honda City 1.5 V MT,Honda,Delhi,Petrol,Manual,Second,1497,118,5,17,2.6,2009,79782
3894,Toyota Innova 2.5 GX 7 STR,Toyota,Hyderabad,Diesel,Manual,Second,2494,102,7,12.8,6.5,2010,250000
3895,Mahindra XUV500 W8 2WD,Mahindra,Pune,Diesel,Manual,Second,2179,140,7,15.1,6.1,2011,90000
3896,Maruti Swift Dzire VDi,Maruti,Hyderabad,Diesel,Manual,First,1248,73.9,5,19.3,3.85,2010,130000
3897,Volkswagen Vento Petrol Highline,Volkswagen,Pune,Petrol,Manual,Second,1598,103.6,5,15.04,4.5,2013,65000
3898,Toyota Etios GD,Toyota,Coimbatore,Diesel,Manual,First,1364,74,5,23.59,5.3,2013,46496
3899,Audi A4 2.0 TDI,Audi,Bangalore,Diesel,Automatic,Second,1968,147.51,5,16.55,18.25,2013,76000
3900,Maruti Ertiga LXI,Maruti,Ahmedabad,Petrol,Manual,First,1373,93.7,7,16.02,5.75,2012,28002
3901,Toyota Corolla Altis 1.8 G CNG,Toyota,Mumbai,CNG,Manual,Second,1798,138,5,14.53,3.35,2010,63000
3902,Maruti 800 AC,Maruti,Jaipur,Petrol,Manual,Second,796,37,4,16.1,0.9,2010,70000
3903,Honda City 1.5 V MT,Honda,Hyderabad,Petrol,Manual,First,1497,118,5,17,5.5,2011,66276
3904,Maruti Swift Dzire VXI,Maruti,Kolkata,Petrol,Manual,First,1197,85.8,5,19.1,3.99,2014,45000
3905,Toyota Camry Hybrid,Toyota,Delhi,Petrol,Automatic,First,2494,158.2,5,19.16,18.75,2014,67000
3906,Hyundai Grand i10 CRDi Sportz,Hyundai,Kolkata,Diesel,Manual,First,1120,70,5,24,3.5,2014,43068
3907,Toyota Innova Crysta 2.8 GX AT 8S,Toyota,Chennai,Diesel,Automatic,First,2755,171.5,8,11.36,16.45,2016,40000
3908,Hyundai i10 Magna,Hyundai,Coimbatore,Petrol,Manual,First,1197,78.9,5,20.36,3.65,2011,50436
3909,Hyundai Grand i10 AT Asta,Hyundai,Bangalore,Petrol,Automatic,First,1197,82,5,18.9,5.4,2014,21000
3910,Maruti Baleno Alpha Diesel,Maruti,Mumbai,Diesel,Manual,First,1248,74,5,27.39,8.7,2018,2000
3911,Skoda Superb Style 1.8 TSI AT,Skoda,Mumbai,Petrol,Automatic,First,1798,177.46,5,14.67,20.75,2016,14500
3912,Mercedes-Benz New C-Class 220 CDI AT,MercedesBenz,Hyderabad,Diesel,Automatic,First,2143,170,5,14.84,12.5,2010,68782
3913,Maruti Ritz VDi,Maruti,Kolkata,Diesel,Manual,First,1248,73.9,5,21.1,1.89,2011,35888
3914,Maruti Swift Dzire Tour LDI,Maruti,Kolkata,Diesel,Manual,First,1248,74,5,23.4,4,2015,168205
3915,Honda Civic 2010-2013 1.8 V MT,Honda,Mumbai,Petrol,Manual,First,1799,130.2,5,14.8,3.95,2012,47000
3916,Maruti Ertiga SHVS VDI,Maruti,Hyderabad,Diesel,Manual,First,1248,88.5,7,24.52,7.85,2015,93700
3917,Hyundai Elantra CRDi SX,Hyundai,Kolkata,Diesel,Manual,First,1582,126.24,5,22.7,7,2014,45000
3918,Toyota Fortuner 4x2 AT,Toyota,Hyderabad,Diesel,Automatic,First,2982,168.5,7,12.55,24.99,2016,55547
3919,Volkswagen Polo GT TSI,Volkswagen,Delhi,Petrol,Automatic,First,1197,103.6,5,17.21,4.5,2013,69000
3920,Skoda Octavia Classic 1.9 TDI MT,Skoda,Pune,Diesel,Manual,Third,1896,66,5,18.7,1.25,2005,88000
3921,Volkswagen Polo 1.5 TDI Trendline,Volkswagen,Delhi,Diesel,Manual,First,1498,88.8,5,20.14,3.95,2014,32400
3922,Hyundai Santro Xing GL Plus,Hyundai,Pune,Petrol,Manual,Second,1086,62.1,5,17.92,1.6,2012,79000
3923,Hyundai Accent GLE,Hyundai,Hyderabad,Petrol,Manual,First,1495,94,5,13.2,0.6,2004,110000
3924,Hyundai EON D Lite Plus,Hyundai,Coimbatore,Petrol,Manual,Second,814,55.2,5,21.1,3.39,2014,45407
3925,Toyota Innova 2.5 V Diesel 7-seater,Toyota,Hyderabad,Diesel,Manual,First,2494,102,7,12.8,9.8,2011,136490
3926,Maruti Ignis 1.3 Zeta,Maruti,Mumbai,Diesel,Manual,First,1248,74,5,26.8,5.91,2017,19000
3927,Maruti Ciaz Alpha,Maruti,Mumbai,Petrol,Manual,First,1462,103.25,5,21.56,8.25,2017,19416
3928,Maruti Swift Dzire VXi,Maruti,Mumbai,Petrol,Manual,First,1298,85.8,5,17.5,3.75,2012,15500
3929,Honda City i VTEC CVT VX,Honda,Hyderabad,Petrol,Automatic,First,1497,117.3,5,18,12.5,2017,12538
3930,Maruti Swift VDI BSIV W ABS,Maruti,Bangalore,Diesel,Manual,First,1248,74,5,17.8,5.95,2015,62588
3931,Honda Brio S MT,Honda,Delhi,Petrol,Manual,First,1198,86.8,5,19.4,3.8,2015,44328
3932,Toyota Etios Liva GD,Toyota,Delhi,Diesel,Manual,First,1364,67.04,5,23.59,4.35,2014,63000
3933,Volvo XC60 D5,Volvo,Hyderabad,Diesel,Automatic,First,2400,215,5,13.5,32.5,2015,100000
3934,Tata Indigo CS eGVX,Tata,Kolkata,Petrol,Manual,First,1193,64.08,5,15.64,3,2015,103000
3935,Toyota Innova Crysta 2.8 ZX AT,Toyota,Pune,Diesel,Automatic,Second,2755,171.5,7,11.36,19,2016,50296
3936,Volkswagen Vento Diesel Highline,Volkswagen,Pune,Diesel,Manual,First,1598,103.6,5,20.54,5,2013,95500
3937,Ford Ecosport 1.5 DV5 MT Titanium,Ford,Pune,Diesel,Manual,First,1498,89.84,5,22.7,5.45,2014,72100
3938,Maruti Wagon R VXI,Maruti,Mumbai,Petrol,Manual,First,998,67.1,5,18.9,2.7,2010,19119
3939,Mercedes-Benz S-Class 320 L,MercedesBenz,Mumbai,Petrol,Manual,First,2987,210,5,13,10.75,2006,30000
3940,Volkswagen Polo 1.5 TDI Highline,Volkswagen,Hyderabad,Diesel,Manual,First,1498,88.8,5,20.14,5.8,2015,75600
3941,Tata Indica GLS BS IV,Tata,Pune,Petrol,Manual,Second,1193,65.3,5,15.3,0.95,2007,137000
3942,Maruti 800 Std BSIII,Maruti,Jaipur,Petrol,Manual,Second,796,37,4,16.1,0.63,2002,53500
3943,Jeep Compass 2.0 Longitude,Jeep,Kochi,Diesel,Manual,First,1956,170,5,17.1,17.55,2018,26101
3944,Maruti Alto K10 LXI Optional,Maruti,Pune,Petrol,Manual,First,998,67.1,5,24.07,3,2016,7000
3945,Skoda Octavia Elegance 2.0 TDI AT,Skoda,Bangalore,Diesel,Automatic,First,1968,141,5,19.3,15,2013,50000
3946,Maruti Swift Dzire VDI Optional,Maruti,Hyderabad,Diesel,Manual,First,1248,74,5,26.59,6,2016,30000
3947,Maruti Ciaz VDi Plus SHVS,Maruti,Mumbai,Diesel,Manual,First,1248,88.5,5,28.09,7.65,2016,38151
3948,Mercedes-Benz New C-Class C 220 CDI CLASSIC,MercedesBenz,Jaipur,Diesel,Manual,Second,2148,170,5,15.8,8.5,2009,116000
3949,Ford Figo Diesel ZXI,Ford,Kolkata,Diesel,Manual,First,1399,68,5,20,2.25,2013,22000
3950,Toyota Corolla Altis VL,Toyota,Delhi,Petrol,Automatic,Second,1798,138.1,5,14.53,4.65,2010,60000
3951,Maruti SX4 S Cross DDiS 320 Zeta,Maruti,Mumbai,Diesel,Manual,First,1598,118,5,22.7,7.85,2016,38000
3952,Ford Figo Petrol ZXI,Ford,Coimbatore,Petrol,Manual,First,1196,70,5,15.6,3.46,2011,51928
3953,Honda Jazz Exclusive CVT,Honda,Mumbai,Petrol,Automatic,First,1199,88.7,5,19,8.25,2018,3000
3954,Maruti Zen LXi - BS III,Maruti,Pune,Petrol,Manual,First,993,60,5,17.3,1.25,2006,67196
3955,Toyota Fortuner 3.0 Diesel,Toyota,Bangalore,Diesel,Manual,Third,2982,171,7,11.5,16,2012,100000
3956,Maruti Ciaz ZDi Plus,Maruti,Jaipur,Diesel,Manual,First,1248,88.5,5,26.21,7.4,2015,65218
3957,Renault KWID RXT,Renault,Kochi,Petrol,Manual,First,799,53.3,5,25.17,3.07,2016,53886
3958,Hyundai i10 Magna AT,Hyundai,Coimbatore,Petrol,Automatic,First,1197,80,5,19.2,3.84,2011,50058
3959,Maruti Celerio ZXI AT Optional,Maruti,Pune,Petrol,Automatic,First,998,67.04,5,23.1,4.2,2016,64000
3960,Hyundai Creta 1.4 E Plus Diesel,Hyundai,Kochi,Diesel,Manual,First,1396,88.7,5,21.38,10.82,2018,41641
3961,Honda Jazz 1.5 SV i DTEC,Honda,Hyderabad,Diesel,Manual,First,1498,98.6,5,27.3,6.1,2016,44345
3962,Honda City 1.5 S MT,Honda,Kolkata,Petrol,Manual,First,1497,118,5,17,3.1,2011,45501
3963,Mitsubishi Lancer 1.5 SFXi,Mitsubishi,Chennai,Petrol,Manual,Third,1468,85.8,5,13.7,1,2001,104000
3964,Nissan Sunny XE P,Nissan,Coimbatore,Petrol,Manual,First,1498,97.6,5,16.95,4.69,2012,50297
3965,Honda Accord 2.4 AT,Honda,Mumbai,Petrol,Automatic,First,2354,177.6,5,11.7,5.4,2011,87000
3966,Mahindra XUV500 W8 2WD,Mahindra,Mumbai,Diesel,Manual,First,2179,140,7,15.1,12,2016,120000
3967,Hyundai i20 1.2 Magna Executive,Hyundai,Mumbai,Petrol,Manual,First,1197,81.83,5,18.6,6.5,2018,17000
3968,Nissan Micra Diesel XL,Nissan,Chennai,Diesel,Manual,First,1461,63.1,5,23.08,3,2014,100000
3969,Maruti Ciaz AT ZXi,Maruti,Kochi,Petrol,Automatic,First,1373,91.1,5,19.12,6.9,2015,50979
3970,Volkswagen Vento Diesel Trendline,Volkswagen,Chennai,Diesel,Manual,First,1598,103.6,5,20.54,4,2011,41000
3971,Hyundai i20 Asta,Hyundai,Chennai,Petrol,Manual,First,1197,80,5,17,4.25,2011,24000
3972,Toyota Corolla Altis G,Toyota,Hyderabad,Petrol,Manual,First,1798,138.1,5,14.53,5.1,2008,44738
3973,Honda City i DTEC VX,Honda,Kolkata,Diesel,Manual,First,1498,98.6,5,25.1,4.9,2014,37298
3974,Maruti Swift VXI BSIV,Maruti,Pune,Petrol,Manual,Second,1197,81.8,5,20.4,3.6,2014,42000
3975,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,MercedesBenz,Pune,Diesel,Automatic,First,2143,203,5,14.21,34,2016,45000
3976,Toyota Innova 2.5 G (Diesel) 7 Seater,Toyota,Mumbai,Diesel,Manual,First,2494,100.6,7,12.99,8.25,2015,102000
3977,Maruti Swift Lxi BSIII,Maruti,Pune,Petrol,Manual,First,1298,88.2,5,16.1,1.3,2011,70000
3978,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,MercedesBenz,Coimbatore,Diesel,Automatic,First,2143,167.62,5,19.27,39.05,2018,27467
3979,Hyundai Grand i10 Asta,Hyundai,Kolkata,Petrol,Manual,First,1197,82,5,18.9,3.75,2015,15305
3980,Maruti Wagon R LXI BS IV,Maruti,Mumbai,Petrol,Manual,First,998,67.1,5,18.9,2.1,2010,70000
3981,Ford EcoSport 1.5 TDCi Titanium,Ford,Hyderabad,Diesel,Manual,First,1498,98.59,5,22.77,8.8,2016,36778
3982,Volkswagen Polo 1.2 MPI Comfortline,Volkswagen,Coimbatore,Petrol,Manual,First,1198,74,5,16.47,5.84,2015,25845
3983,Hyundai Verna 1.6 VTVT AT SX,Hyundai,Kochi,Petrol,Automatic,First,1591,121.3,5,17.01,9.03,2018,33858
3984,Renault KWID AMT RXL,Renault,Ahmedabad,Petrol,Automatic,Second,999,67,5,24.04,3.25,2017,12000
3985,Honda Brio S Option AT,Honda,Coimbatore,Petrol,Automatic,First,1198,86.8,5,16.5,4.9,2013,33709
3986,Ford Figo Aspire 1.2 Ti-VCT Titanium,Ford,Kochi,Petrol,Manual,First,1196,86.8,5,18.16,6.46,2018,32709
3987,Toyota Fortuner 3.0 Diesel,Toyota,Bangalore,Diesel,Manual,Second,2982,171,7,11.5,18.5,2014,72000
3988,Tata Indigo eCS eLX BS IV,Tata,Ahmedabad,Diesel,Manual,First,1396,69.01,5,25,2.7,2013,31000
3989,Ford Figo 2015-2019 1.5D Ambiente MT,Ford,Chennai,Diesel,Manual,First,1498,99,5,25.83,4.6,2016,70000
3990,Maruti Swift Dzire VDI,Maruti,Jaipur,Diesel,Manual,First,1248,74,5,23.4,5.35,2014,61000
3991,Nissan Micra Diesel XV Primo,Nissan,Pune,Diesel,Manual,First,1461,63.1,5,23.08,2.3,2011,72000
3992,Skoda Octavia Style Plus 2.0 TDI AT,Skoda,Delhi,Diesel,Automatic,First,1968,141,5,19.3,15.45,2016,49000
3993,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Volkswagen,Hyderabad,Diesel,Automatic,First,1968,138.03,5,16.96,12.49,2014,42939
3994,Audi Q7 35 TDI Quattro Technology,Audi,Coimbatore,Diesel,Automatic,First,2967,241.4,7,12.07,48.76,2016,32545
3995,Hyundai i20 1.2 Sportz,Hyundai,Pune,Petrol,Manual,First,1197,80,5,17,3.2,2011,54000
3996,BMW 3 Series 320d Corporate Edition,BMW,Delhi,Diesel,Automatic,First,1995,181,4,16.07,8.75,2012,76000
3997,Hyundai i20 Active 1.4 SX Dual Tone,Hyundai,Kolkata,Diesel,Manual,First,1396,88.73,5,21.19,5.99,2015,27000
3998,Mahindra Scorpio 2.6 DX,Mahindra,Chennai,Diesel,Manual,Second,2609,116.6,8,12.7,2.9,2005,120000
3999,Audi A4 3.2 FSI Tiptronic Quattro,Audi,Hyderabad,Petrol,Automatic,First,3197,74,0,10.5,18,2012,125000
4000,Ford Figo Diesel EXI,Ford,Kolkata,Diesel,Manual,First,1399,68.05,5,20,1.8,2011,37000
4001,Honda Accord 2.4 Inspire M/T,Honda,Mumbai,Petrol,Manual,First,2354,180,5,9.8,6.25,2012,42000
4002,Hyundai i20 Sportz 1.4 CRDi,Hyundai,Bangalore,Diesel,Manual,First,1396,88.76,5,21.9,5.45,2013,60000
4003,Jaguar XF 2.2 Litre Luxury,Jaguar,Mumbai,Diesel,Automatic,First,2179,187.7,5,16.36,52.5,2018,3000
4004,Hyundai Verna 1.6 SX VTVT (O) AT,Hyundai,Mumbai,Petrol,Automatic,First,1591,121.4,5,17.1,5.6,2013,44000
4005,Honda City i VTEC VX Option,Honda,Kolkata,Petrol,Manual,First,1497,117.3,5,17.4,6.45,2014,37000
4006,Hyundai i20 Asta Optional with Sunroof 1.2,Hyundai,Mumbai,Petrol,Manual,First,1197,82.85,5,18.5,3.7,2012,50000
4007,Honda Brio S MT,Honda,Chennai,Petrol,Manual,First,1198,86.8,5,19.4,3.49,2013,58581
4008,Hyundai i20 Sportz 1.4 CRDi,Hyundai,Kolkata,Diesel,Manual,First,1396,88.76,5,21.9,3.55,2013,25500
4009,Maruti Grand Vitara 2.4 MT,Maruti,Mumbai,Petrol,Manual,First,2393,163.5,5,10.4,9,2017,25000
4010,Maruti A-Star Vxi,Maruti,Hyderabad,Petrol,Manual,First,998,66.1,5,19,2.7,2011,53766
4012,Maruti Alto LXi,Maruti,Chennai,Petrol,Manual,First,796,46.3,5,19.7,1.5,2006,68000
4013,Mahindra XUV500 W10 2WD,Mahindra,Jaipur,Diesel,Manual,First,2179,140,7,16,15.9,2017,40000
4014,Maruti Swift RS VDI,Maruti,Hyderabad,Diesel,Manual,First,1248,74,5,22.9,5.2,2013,73212
4015,BMW X1 sDrive20d,BMW,Mumbai,Diesel,Automatic,First,1995,184,5,17.05,16.25,2014,69000
4016,Volkswagen Passat 2.0 PD DSG,Volkswagen,Mumbai,Diesel,Automatic,Second,1968,140,5,14.3,3.31,2007,61932
4017,BMW X3 xDrive20d,BMW,Bangalore,Diesel,Automatic,First,1995,184,5,16.09,24,2012,52000
4018,Maruti Ritz VXi,Maruti,Kolkata,Petrol,Manual,First,1197,85.8,5,18.5,2.5,2011,150000
4019,Hyundai i20 Sportz 1.4 CRDi,Hyundai,Jaipur,Diesel,Manual,Second,1396,88.76,5,21.9,3.9,2013,70933
4020,Maruti Swift VDI BSIV,Maruti,Kolkata,Diesel,Manual,First,1248,74,5,25.2,3.85,2013,115195
4021,Mercedes-Benz New C-Class 200 Kompressor,MercedesBenz,Delhi,Petrol,Manual,First,1796,178,5,11.7,8.8,2011,62148
4022,Toyota Corolla Altis 1.8 GL,Toyota,Chennai,Petrol,Manual,Second,1798,138.03,5,14.28,4.95,2009,32000
4023,Hyundai Verna 1.6 SX CRDi (O),Hyundai,Kolkata,Diesel,Manual,First,1582,126.32,5,22.32,5.75,2014,58000
4024,Renault Duster 110PS Diesel RxZ,Renault,Kochi,Diesel,Manual,First,1461,108.45,5,19.01,6.17,2014,68598
4025,Maruti Swift Ldi BSIII,Maruti,Chennai,Diesel,Manual,First,1248,75,5,17.8,3.45,2010,84072
4026,Maruti Alto K10 VXI,Maruti,Jaipur,Petrol,Manual,First,998,67.1,5,24.07,3.2,2016,51264
4027,Hyundai Creta 1.6 SX Plus Petrol Automatic,Hyundai,Coimbatore,Petrol,Automatic,First,1591,121.3,5,13,13.49,2017,21363
4028,Mercedes-Benz CLA 200 CGI Sport,MercedesBenz,Delhi,Petrol,Automatic,First,1991,183,5,15.04,24.5,2016,40000
4029,Honda CR-V 2.4 4WD AT,Honda,Kolkata,Petrol,Automatic,First,2354,152,5,10.1,14.7,2015,35000
4030,Ford Ecosport 1.5 DV5 MT Trend,Ford,Hyderabad,Diesel,Manual,First,1498,89.84,5,22.7,6,2014,55000
4031,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,MercedesBenz,Coimbatore,Diesel,Automatic,First,2143,204,5,13,34.18,2016,43252
4032,Hyundai Grand i10 CRDi Magna,Hyundai,Delhi,Diesel,Manual,First,1120,70,5,24,3.5,2014,42000
4033,Ford Fiesta 1.4 Duratec ZXI,Ford,Hyderabad,Petrol,Manual,First,1388,68,5,16.6,2.15,2006,69000
